
	One-way analysis of means (not assuming equal variances)

data:  SL and Sp
F = 138.91, num df = 2.000, denom df = 92.211, p-value <
2.2e-16


	One-way analysis of means (not assuming equal variances)

data:  SW and Sp
F = 43.303, num df = 2.00, denom df = 97.37, p-value = 3.52e-14


	One-way analysis of means (not assuming equal variances)

data:  PL and Sp
F = 1826.6, num df = 2.000, denom df = 78.055, p-value <
2.2e-16


	One-way analysis of means (not assuming equal variances)

data:  PW and Sp
F = 1268.3, num df = 2.000, denom df = 85.377, p-value <
2.2e-16

           Df Pillai approx F num Df den Df    Pr(>F)    
Sp          2 1.1872   52.949      8    290 < 2.2e-16 ***
Residuals 147                                            
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1
[1] "goodbye Greg...leaving R"
[1] "hello Greg...welcome to R"
     SL  SW  PL  PW
63  6.0 2.2 4.0 1.0
64  6.1 2.9 4.7 1.4
65  5.6 2.9 3.6 1.3
66  6.7 3.1 4.4 1.4
67  5.6 3.0 4.5 1.5
68  5.8 2.7 4.1 1.0
69  6.2 2.2 4.5 1.5
70  5.6 2.5 3.9 1.1
71  5.9 3.2 4.8 1.8
72  6.1 2.8 4.0 1.3
73  6.3 2.5 4.9 1.5
74  6.1 2.8 4.7 1.2
75  6.4 2.9 4.3 1.3
76  6.6 3.0 4.4 1.4
77  6.8 2.8 4.8 1.4
78  6.7 3.0 5.0 1.7
79  6.0 2.9 4.5 1.5
80  5.7 2.6 3.5 1.0
81  5.5 2.4 3.8 1.1
82  5.5 2.4 3.7 1.0
83  5.8 2.7 3.9 1.2
84  6.0 2.7 5.1 1.6
85  5.4 3.0 4.5 1.5
86  6.0 3.4 4.5 1.6
87  6.7 3.1 4.7 1.5
88  6.3 2.3 4.4 1.3
89  5.6 3.0 4.1 1.3
90  5.5 2.5 4.0 1.3
91  5.5 2.6 4.4 1.2
92  6.1 3.0 4.6 1.4
93  5.8 2.6 4.0 1.2
94  5.0 2.3 3.3 1.0
95  5.6 2.7 4.2 1.3
96  5.7 3.0 4.2 1.2
97  5.7 2.9 4.2 1.3
98  6.2 2.9 4.3 1.3
99  5.1 2.5 3.0 1.1
100 5.7 2.8 4.1 1.3
101 6.3 3.3 6.0 2.5
102 5.8 2.7 5.1 1.9
103 7.1 3.0 5.9 2.1
104 6.3 2.9 5.6 1.8
105 6.5 3.0 5.8 2.2
106 7.6 3.0 6.6 2.1
107 4.9 2.5 4.5 1.7
108 7.3 2.9 6.3 1.8
109 6.7 2.5 5.8 1.8
110 7.2 3.6 6.1 2.5
111 6.5 3.2 5.1 2.0
112 6.4 2.7 5.3 1.9
113 6.8 3.0 5.5 2.1
114 5.7 2.5 5.0 2.0
115 5.8 2.8 5.1 2.4
116 6.4 3.2 5.3 2.3
117 6.5 3.0 5.5 1.8
118 7.7 3.8 6.7 2.2
119 7.7 2.6 6.9 2.3
120 6.0 2.2 5.0 1.5
121 6.9 3.2 5.7 2.3
122 5.6 2.8 4.9 2.0
123 7.7 2.8 6.7 2.0
124 6.3 2.7 4.9 1.8
125 6.7 3.3 5.7 2.1
126 7.2 3.2 6.0 1.8
127 6.2 2.8 4.8 1.8
128 6.1 3.0 4.9 1.8
129 6.4 2.8 5.6 2.1
130 7.2 3.0 5.8 1.6
131 7.4 2.8 6.1 1.9
132 7.9 3.8 6.4 2.0
133 6.4 2.8 5.6 2.2
134 6.3 2.8 5.1 1.5
135 6.1 2.6 5.6 1.4
136 7.7 3.0 6.1 2.3
137 6.3 3.4 5.6 2.4
138 6.4 3.1 5.5 1.8
139 6.0 3.0 4.8 1.8
140 6.9 3.1 5.4 2.1
141 6.7 3.1 5.6 2.4
142 6.9 3.1 5.1 2.3
143 5.8 2.7 5.1 1.9
144 6.8 3.2 5.9 2.3
145 6.7 3.3 5.7 2.5
146 6.7 3.0 5.2 2.3
147 6.3 2.5 5.0 1.9
148 6.5 3.0 5.2 2.0
149 6.2 3.4 5.4 2.3
150 5.9 3.0 5.1 1.8
    SL  SW  PL  PW         Sp
1  4.9 2.5 4.5 1.7  virginica
2  6.0 2.2 5.0 1.5  virginica
3  7.2 3.0 5.8 1.6  virginica
4  6.2 2.9 4.3 1.3 versicolor
5  5.2 3.4 1.4 0.2     setosa
6  5.1 3.8 1.9 0.4     setosa
7  6.2 2.8 4.8 1.8  virginica
8  5.0 3.5 1.3 0.3     setosa
9  5.6 3.0 4.5 1.5 versicolor
10 6.9 3.2 5.7 2.3  virginica
11 4.3 3.0 1.1 0.1     setosa
12 6.3 3.3 4.7 1.6 versicolor
13 5.4 3.9 1.7 0.4     setosa
14 6.3 2.9 5.6 1.8  virginica
15 6.1 2.9 4.7 1.4 versicolor
16 4.9 3.0 1.4 0.2     setosa
17 6.8 2.8 4.8 1.4 versicolor
18 6.1 3.0 4.9 1.8  virginica
19 7.2 3.6 6.1 2.5  virginica
20 4.8 3.0 1.4 0.1     setosa
21 5.0 3.6 1.4 0.2     setosa
22 5.0 3.3 1.4 0.2     setosa
23 5.5 2.3 4.0 1.3 versicolor
24 6.4 2.8 5.6 2.2  virginica
25 5.8 2.6 4.0 1.2 versicolor
26 5.7 4.4 1.5 0.4     setosa
27 7.0 3.2 4.7 1.4 versicolor
28 5.4 3.4 1.7 0.2     setosa
29 4.8 3.4 1.9 0.2     setosa
30 5.3 3.7 1.5 0.2     setosa
31 5.7 2.9 4.2 1.3 versicolor
32 5.1 3.8 1.6 0.2     setosa
33 4.9 3.1 1.5 0.1     setosa
34 5.9 3.0 4.2 1.5 versicolor
35 6.3 2.5 5.0 1.9  virginica
36 5.6 2.5 3.9 1.1 versicolor
37 4.9 3.1 1.5 0.1     setosa
38 6.4 3.1 5.5 1.8  virginica
39 6.4 3.2 4.5 1.5 versicolor
40 5.5 2.5 4.0 1.3 versicolor
41 6.0 2.2 4.0 1.0 versicolor
42 6.1 2.6 5.6 1.4  virginica
43 5.6 2.9 3.6 1.3 versicolor
44 4.9 2.4 3.3 1.0 versicolor
45 5.7 3.0 4.2 1.2 versicolor
46 6.0 3.4 4.5 1.6 versicolor
47 5.0 2.0 3.5 1.0 versicolor
48 6.2 3.4 5.4 2.3  virginica
49 4.4 3.0 1.3 0.2     setosa
50 5.8 2.7 5.1 1.9  virginica
           Sp
1   virginica
2   virginica
3   virginica
4  versicolor
5      setosa
6      setosa
7   virginica
8      setosa
9  versicolor
10  virginica
11     setosa
12 versicolor
13     setosa
14  virginica
15 versicolor
16     setosa
17 versicolor
18  virginica
19  virginica
20     setosa
21     setosa
22     setosa
23 versicolor
24  virginica
25 versicolor
26     setosa
27 versicolor
28     setosa
29     setosa
30     setosa
31 versicolor
32     setosa
33     setosa
34 versicolor
35  virginica
36 versicolor
37     setosa
38  virginica
39 versicolor
40 versicolor
41 versicolor
42  virginica
43 versicolor
44 versicolor
45 versicolor
46 versicolor
47 versicolor
48  virginica
49     setosa
50  virginica
[1] "hello Greg...welcome to R"
     SL  SW  PL  PW
1   5.1 3.5 1.4 0.2
2   4.9 3.0 1.4 0.2
3   4.7 3.2 1.3 0.2
4   4.6 3.1 1.5 0.2
5   5.0 3.6 1.4 0.2
6   5.4 3.9 1.7 0.4
7   4.6 3.4 1.4 0.3
8   5.0 3.4 1.5 0.2
9   4.4 2.9 1.4 0.2
10  4.9 3.1 1.5 0.1
11  5.4 3.7 1.5 0.2
12  4.8 3.4 1.6 0.2
13  4.8 3.0 1.4 0.1
14  4.3 3.0 1.1 0.1
15  5.8 4.0 1.2 0.2
16  5.7 4.4 1.5 0.4
17  5.4 3.9 1.3 0.4
18  5.1 3.5 1.4 0.3
19  5.7 3.8 1.7 0.3
20  5.1 3.8 1.5 0.3
21  5.4 3.4 1.7 0.2
22  5.1 3.7 1.5 0.4
23  4.6 3.6 1.0 0.2
24  5.1 3.3 1.7 0.5
25  4.8 3.4 1.9 0.2
26  5.0 3.0 1.6 0.2
27  5.0 3.4 1.6 0.4
28  5.2 3.5 1.5 0.2
29  5.2 3.4 1.4 0.2
30  4.7 3.2 1.6 0.2
31  4.8 3.1 1.6 0.2
32  5.4 3.4 1.5 0.4
33  5.2 4.1 1.5 0.1
34  5.5 4.2 1.4 0.2
35  4.9 3.1 1.5 0.1
36  5.0 3.2 1.2 0.2
37  5.5 3.5 1.3 0.2
38  4.9 3.1 1.5 0.1
39  4.4 3.0 1.3 0.2
40  5.1 3.4 1.5 0.2
41  5.0 3.5 1.3 0.3
42  4.5 2.3 1.3 0.3
43  4.4 3.2 1.3 0.2
44  5.0 3.5 1.6 0.6
45  5.1 3.8 1.9 0.4
46  4.8 3.0 1.4 0.3
47  5.1 3.8 1.6 0.2
48  4.6 3.2 1.4 0.2
49  5.3 3.7 1.5 0.2
50  5.0 3.3 1.4 0.2
51  7.0 3.2 4.7 1.4
52  6.4 3.2 4.5 1.5
53  6.9 3.1 4.9 1.5
54  5.5 2.3 4.0 1.3
55  6.5 2.8 4.6 1.5
56  5.7 2.8 4.5 1.3
57  6.3 3.3 4.7 1.6
58  4.9 2.4 3.3 1.0
59  6.6 2.9 4.6 1.3
60  5.2 2.7 3.9 1.4
61  5.0 2.0 3.5 1.0
62  5.9 3.0 4.2 1.5
63  6.0 2.2 4.0 1.0
64  6.1 2.9 4.7 1.4
65  5.6 2.9 3.6 1.3
66  6.7 3.1 4.4 1.4
67  5.6 3.0 4.5 1.5
68  5.8 2.7 4.1 1.0
69  6.2 2.2 4.5 1.5
70  5.6 2.5 3.9 1.1
71  5.9 3.2 4.8 1.8
72  6.1 2.8 4.0 1.3
73  6.3 2.5 4.9 1.5
74  6.1 2.8 4.7 1.2
75  6.4 2.9 4.3 1.3
76  6.6 3.0 4.4 1.4
77  6.8 2.8 4.8 1.4
78  6.7 3.0 5.0 1.7
79  6.0 2.9 4.5 1.5
80  5.7 2.6 3.5 1.0
81  5.5 2.4 3.8 1.1
82  5.5 2.4 3.7 1.0
83  5.8 2.7 3.9 1.2
84  6.0 2.7 5.1 1.6
85  5.4 3.0 4.5 1.5
86  6.0 3.4 4.5 1.6
87  6.7 3.1 4.7 1.5
88  6.3 2.3 4.4 1.3
89  5.6 3.0 4.1 1.3
90  5.5 2.5 4.0 1.3
91  5.5 2.6 4.4 1.2
92  6.1 3.0 4.6 1.4
93  5.8 2.6 4.0 1.2
94  5.0 2.3 3.3 1.0
95  5.6 2.7 4.2 1.3
96  5.7 3.0 4.2 1.2
97  5.7 2.9 4.2 1.3
98  6.2 2.9 4.3 1.3
99  5.1 2.5 3.0 1.1
100 5.7 2.8 4.1 1.3
101 6.3 3.3 6.0 2.5
102 5.8 2.7 5.1 1.9
103 7.1 3.0 5.9 2.1
104 6.3 2.9 5.6 1.8
105 6.5 3.0 5.8 2.2
106 7.6 3.0 6.6 2.1
107 4.9 2.5 4.5 1.7
108 7.3 2.9 6.3 1.8
109 6.7 2.5 5.8 1.8
110 7.2 3.6 6.1 2.5
111 6.5 3.2 5.1 2.0
112 6.4 2.7 5.3 1.9
113 6.8 3.0 5.5 2.1
114 5.7 2.5 5.0 2.0
115 5.8 2.8 5.1 2.4
116 6.4 3.2 5.3 2.3
117 6.5 3.0 5.5 1.8
118 7.7 3.8 6.7 2.2
119 7.7 2.6 6.9 2.3
120 6.0 2.2 5.0 1.5
121 6.9 3.2 5.7 2.3
122 5.6 2.8 4.9 2.0
123 7.7 2.8 6.7 2.0
124 6.3 2.7 4.9 1.8
125 6.7 3.3 5.7 2.1
126 7.2 3.2 6.0 1.8
127 6.2 2.8 4.8 1.8
128 6.1 3.0 4.9 1.8
129 6.4 2.8 5.6 2.1
130 7.2 3.0 5.8 1.6
131 7.4 2.8 6.1 1.9
132 7.9 3.8 6.4 2.0
133 6.4 2.8 5.6 2.2
134 6.3 2.8 5.1 1.5
135 6.1 2.6 5.6 1.4
136 7.7 3.0 6.1 2.3
137 6.3 3.4 5.6 2.4
138 6.4 3.1 5.5 1.8
139 6.0 3.0 4.8 1.8
140 6.9 3.1 5.4 2.1
141 6.7 3.1 5.6 2.4
142 6.9 3.1 5.1 2.3
143 5.8 2.7 5.1 1.9
144 6.8 3.2 5.9 2.3
145 6.7 3.3 5.7 2.5
146 6.7 3.0 5.2 2.3
147 6.3 2.5 5.0 1.9
148 6.5 3.0 5.2 2.0
149 6.2 3.4 5.4 2.3
150 5.9 3.0 5.1 1.8
    SL  SW  PL  PW         Sp
1  5.3 3.7 1.5 0.2     setosa
2  6.4 2.9 4.3 1.3 versicolor
3  4.4 3.2 1.3 0.2     setosa
4  6.5 2.8 4.6 1.5 versicolor
5  5.0 3.4 1.6 0.4     setosa
6  5.9 3.0 4.2 1.5 versicolor
7  4.4 2.9 1.4 0.2     setosa
8  6.0 3.0 4.8 1.8  virginica
9  4.8 3.0 1.4 0.3     setosa
10 5.6 2.8 4.9 2.0  virginica
11 6.0 2.7 5.1 1.6 versicolor
12 7.2 3.0 5.8 1.6  virginica
13 7.2 3.2 6.0 1.8  virginica
14 4.3 3.0 1.1 0.1     setosa
15 6.8 2.8 4.8 1.4 versicolor
16 7.3 2.9 6.3 1.8  virginica
17 6.3 2.7 4.9 1.8  virginica
18 6.3 2.5 5.0 1.9  virginica
19 5.4 3.9 1.7 0.4     setosa
20 6.1 2.9 4.7 1.4 versicolor
21 6.4 3.1 5.5 1.8  virginica
22 5.8 2.6 4.0 1.2 versicolor
23 7.1 3.0 5.9 2.1  virginica
24 5.0 3.2 1.2 0.2     setosa
25 5.0 3.0 1.6 0.2     setosa
26 5.5 2.3 4.0 1.3 versicolor
27 5.6 2.5 3.9 1.1 versicolor
28 6.3 3.3 6.0 2.5  virginica
29 6.3 3.4 5.6 2.4  virginica
30 6.4 2.8 5.6 2.2  virginica
31 5.1 2.5 3.0 1.1 versicolor
32 4.5 2.3 1.3 0.3     setosa
33 7.7 2.8 6.7 2.0  virginica
34 5.1 3.7 1.5 0.4     setosa
35 5.0 3.3 1.4 0.2     setosa
36 4.6 3.2 1.4 0.2     setosa
37 5.4 3.7 1.5 0.2     setosa
38 4.4 3.0 1.3 0.2     setosa
39 6.1 2.8 4.7 1.2 versicolor
40 6.1 3.0 4.6 1.4 versicolor
41 5.1 3.8 1.5 0.3     setosa
42 5.4 3.4 1.7 0.2     setosa
43 6.3 3.3 4.7 1.6 versicolor
44 4.6 3.6 1.0 0.2     setosa
45 5.2 2.7 3.9 1.4 versicolor
46 4.8 3.0 1.4 0.1     setosa
47 5.5 2.4 3.7 1.0 versicolor
48 5.0 2.3 3.3 1.0 versicolor
49 5.5 3.5 1.3 0.2     setosa
50 6.6 3.0 4.4 1.4 versicolor
